sentiment,text,cleaned_text,tokenized_text,POS tagged,Lemma
Positive,"I felt like the staff at this hospital truly cared about me as a person, not just as a patient.",felt like staff hospital truly cared person patient,"['felt', 'like', 'staff', 'hospital', 'truly', 'cared', 'person', 'patient']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'r'), ('cared', 'v'), ('person', 'n'), ('patient', 'n')]",  felt like staff hospital truly care person patient
Positive,The doctors and nurses were all so knowledgeable and competent in their fields.,doctors nurses knowledgeable competent fields,"['doctors', 'nurses', 'knowledgeable', 'competent', 'fields']","[('doctors', 'n'), ('nurses', 'v'), ('knowledgeable', 'a'), ('competent', 'n'), ('fields', 'n')]",  doctor nurse knowledgeable competent field
Positive,I appreciate the level of communication between the medical team and my family during my stay.,appreciate level communication medical team family stay,"['appreciate', 'level', 'communication', 'medical', 'team', 'family', 'stay']","[('appreciate', 'a'), ('level', 'n'), ('communication', 'n'), ('medical', 'a'), ('team', 'n'), ('family', 'n'), ('stay', 'n')]",  appreciate level communication medical team family stay
Positive,"The staff was always friendly and accommodating, which made my stay more comfortable.",staff always friendly accommodating made stay comfortable,"['staff', 'always', 'friendly', 'accommodating', 'made', 'stay', 'comfortable']","[('staff', 'n'), ('always', 'r'), ('friendly', 'r'), ('accommodating', 'v'), ('made', 'v'), ('stay', 'n'), ('comfortable', 'a')]",  staff always friendly accommodate make stay comfortable
Positive,I was impressed with the level of attention to detail and thoroughness of my care at this hospital.,impressed level attention detail thoroughness care hospital,"['impressed', 'level', 'attention', 'detail', 'thoroughness', 'care', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('attention', 'n'), ('detail', 'n'), ('thoroughness', 'n'), ('care', 'n'), ('hospital', 'n')]",  impressed level attention detail thoroughness care hospital
Positive,The pharmacy team was able to provide me with information about potential side effects and how to manage them.,pharmacy team able provide information potential side effects manage,"['pharmacy', 'team', 'able', 'provide', 'information', 'potential', 'side', 'effects', 'manage']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('potential', 'a'), ('side', 'n'), ('effects', 'n'), ('manage', 'n')]",  pharmacy team able provide information potential side effect manage
Positive,Thank you to everyone at this hospital for going above and beyond to make me feel cared for and supported.,thank everyone hospital going beyond make feel cared supported,"['thank', 'everyone', 'hospital', 'going', 'beyond', 'make', 'feel', 'cared', 'supported']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('going', 'v'), ('beyond', None), ('make', 'v'), ('feel', 'n'), ('cared', 'v'), ('supported', 'v')]",  thank everyone hospital go beyond make feel care support
Positive,I felt like the staff at this hospital truly valued my input and included me in the decision-making process regarding my care.,felt like staff hospital truly valued input included decision making process regarding care,"['felt', 'like', 'staff', 'hospital', 'truly', 'valued', 'input', 'included', 'decision', 'making', 'process', 'regarding', 'care']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'n'), ('valued', 'v'), ('input', 'n'), ('included', 'v'), ('decision', 'n'), ('making', 'n'), ('process', 'n'), ('regarding', 'v'), ('care', 'n')]",  felt like staff hospital truly value input include decision making process regard care
Positive,The doctors and nurses were all so compassionate and understanding of my situation.,doctors nurses compassionate understanding situation,"['doctors', 'nurses', 'compassionate', 'understanding', 'situation']","[('doctors', 'n'), ('nurses', 'n'), ('compassionate', 'v'), ('understanding', 'a'), ('situation', 'n')]",  doctor nurse compassionate understanding situation
Positive,I appreciate the level of follow-up and aftercare I received from this hospital.,appreciate level follow aftercare received hospital,"['appreciate', 'level', 'follow', 'aftercare', 'received', 'hospital']","[('appreciate', 'a'), ('level', 'n'), ('follow', 'n'), ('aftercare', 'n'), ('received', 'v'), ('hospital', 'n')]",  appreciate level follow aftercare receive hospital
Positive,The staff was always respectful of my privacy and ensured my needs were met during my stay.,staff always respectful privacy ensured needs met stay,"['staff', 'always', 'respectful', 'privacy', 'ensured', 'needs', 'met', 'stay']","[('staff', 'n'), ('always', 'r'), ('respectful', 'a'), ('privacy', 'n'), ('ensured', 'v'), ('needs', 'n'), ('met', 'v'), ('stay', 'n')]",  staff always respectful privacy ensure need meet stay
Positive,I was impressed with the level of technology and resources available at this hospital.,impressed level technology resources available hospital,"['impressed', 'level', 'technology', 'resources', 'available', 'hospital']","[('impressed', 'a'), ('level', 'n'), ('technology', 'n'), ('resources', 'n'), ('available', 'a'), ('hospital', 'n')]",  impressed level technology resource available hospital
Positive,The pharmacy team was able to provide me with information about potential drug interactions and how to avoid them.,pharmacy team able provide information potential drug interactions avoid,"['pharmacy', 'team', 'able', 'provide', 'information', 'potential', 'drug', 'interactions', 'avoid']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('information', 'n'), ('potential', 'a'), ('drug', 'n'), ('interactions', 'n'), ('avoid', 'v')]",  pharmacy team able provide information potential drug interaction avoid
Positive,Thank you to everyone at this hospital for their dedication to providing quality medical care to their patients.,thank everyone hospital dedication providing quality medical care patients,"['thank', 'everyone', 'hospital', 'dedication', 'providing', 'quality', 'medical', 'care', 'patients']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('dedication', 'n'), ('providing', 'v'), ('quality', 'n'), ('medical', 'a'), ('care', 'n'), ('patients', 'n')]",  thank everyone hospital dedication provide quality medical care patient
Positive,I felt like the doctors at this hospital were truly invested in my recovery and healing.,felt like doctors hospital truly invested recovery healing,"['felt', 'like', 'doctors', 'hospital', 'truly', 'invested', 'recovery', 'healing']","[('felt', 'n'), ('like', None), ('doctors', 'n'), ('hospital', 'v'), ('truly', 'r'), ('invested', 'a'), ('recovery', 'n'), ('healing', 'n')]",  felt like doctor hospital truly invested recovery healing
Positive,The nurses were always so kind and made me feel comfortable during my stay.,nurses always kind made feel comfortable stay,"['nurses', 'always', 'kind', 'made', 'feel', 'comfortable', 'stay']","[('nurses', 'n'), ('always', 'r'), ('kind', 'n'), ('made', 'v'), ('feel', 'n'), ('comfortable', 'a'), ('stay', 'n')]",  nurse always kind make feel comfortable stay
Positive,I appreciate the level of flexibility and willingness to accommodate my specific needs during my visit.,appreciate level flexibility willingness accommodate specific needs visit,"['appreciate', 'level', 'flexibility', 'willingness', 'accommodate', 'specific', 'needs', 'visit']","[('appreciate', 'a'), ('level', 'n'), ('flexibility', 'n'), ('willingness', 'n'), ('accommodate', 'n'), ('specific', 'a'), ('needs', 'v'), ('visit', 'n')]",  appreciate level flexibility willingness accommodate specific need visit
Positive,The staff at this hospital always made me feel like I was in good hands and had nothing to worry about.,staff hospital always made feel like good hands nothing worry,"['staff', 'hospital', 'always', 'made', 'feel', 'like', 'good', 'hands', 'nothing', 'worry']","[('staff', 'n'), ('hospital', 'n'), ('always', 'r'), ('made', 'v'), ('feel', 'n'), ('like', None), ('good', 'a'), ('hands', 'n'), ('nothing', 'n'), ('worry', 'n')]",  staff hospital always make feel like good hand nothing worry
Positive,I was impressed with the level of innovation and creativity the medical team brought to my care.,impressed level innovation creativity medical team brought care,"['impressed', 'level', 'innovation', 'creativity', 'medical', 'team', 'brought', 'care']","[('impressed', 'a'), ('level', 'n'), ('innovation', 'n'), ('creativity', 'n'), ('medical', 'a'), ('team', 'n'), ('brought', 'v'), ('care', 'n')]",  impressed level innovation creativity medical team bring care
Positive,The pharmacy team was able to provide me with samples of my medication so I could try it out before committing to a full prescription.,pharmacy team able provide samples medication could try committing full prescription,"['pharmacy', 'team', 'able', 'provide', 'samples', 'medication', 'could', 'try', 'committing', 'full', 'prescription']","[('pharmacy', 'n'), ('team', 'n'), ('able', 'a'), ('provide', 'n'), ('samples', 'n'), ('medication', 'n'), ('could', None), ('try', 'v'), ('committing', 'v'), ('full', 'a'), ('prescription', 'n')]",  pharmacy team able provide sample medication could try commit full prescription
Positive,Thank you to everyone at this hospital for their dedication to providing compassionate and personalized medical care.,thank everyone hospital dedication providing compassionate personalized medical care,"['thank', 'everyone', 'hospital', 'dedication', 'providing', 'compassionate', 'personalized', 'medical', 'care']","[('thank', 'n'), ('everyone', 'n'), ('hospital', 'n'), ('dedication', 'n'), ('providing', 'v'), ('compassionate', 'n'), ('personalized', 'v'), ('medical', 'a'), ('care', 'n')]",  thank everyone hospital dedication provide compassionate personalize medical care
Positive,I felt like the staff at this hospital truly understood my needs and concerns.,felt like staff hospital truly understood needs concerns,"['felt', 'like', 'staff', 'hospital', 'truly', 'understood', 'needs', 'concerns']","[('felt', 'n'), ('like', None), ('staff', 'n'), ('hospital', 'n'), ('truly', 'r'), ('understood', 'a'), ('needs', 'n'), ('concerns', 'n')]",  felt like staff hospital truly understood need concern
Positive,The doctors and nurses were always so attentive and responsive to my requests.,doctors nurses always attentive responsive requests,"['doctors', 'nurses', 'always', 'attentive', 'responsive', 'requests']","[('doctors', 'n'), ('nurses', 'n'), ('always', 'r'), ('attentive', 'v'), ('responsive', 'a'), ('requests', 'n')]",  doctor nurse always attentive responsive request
